cpu,mem,disk,net,mid,cost
2,8,60,12,v_172,0.113
2,8,60,12,v_173,0.113
2,8,60,12,v_174,0.113
2,8,60,12,v_175,0.113
2,8,60,12,v_176,0.113
2,8,60,12,v_177,0.113
2,8,60,12,v_178,0.113
2,8,60,12,v_179,0.113
2,8,60,12,v_180,0.113
2,8,60,12,v_181,0.113
2,8,60,12,v_182,0.113
2,8,60,12,v_183,0.113
2,8,60,12,v_184,0.113
2,8,60,12,v_185,0.113
2,8,60,12,v_186,0.113
2,8,60,12,v_187,0.113
2,8,60,12,v_188,0.113
2,8,60,12,v_189,0.113
2,8,60,12,v_190,0.113
2,8,60,12,v_191,0.113
2,8,60,12,v_192,0.113
2,8,60,12,v_193,0.113
2,8,60,12,v_194,0.113
2,8,60,12,v_195,0.113
2,8,60,12,v_196,0.113
2,8,60,12,v_197,0.113
2,8,60,12,v_198,0.113
2,8,60,12,v_199,0.113
2,8,60,12,v_200,0.113
2,8,60,12,v_201,0.113
2,8,60,12,v_202,0.113
2,8,60,12,v_203,0.113
2,8,60,12,v_204,0.113
2,8,60,12,v_205,0.113
2,8,60,12,v_206,0.113
2,8,60,12,v_207,0.113
2,8,60,12,v_208,0.113
2,8,60,12,v_209,0.113
2,8,60,12,v_210,0.113
2,8,60,12,v_211,0.113
2,8,60,12,v_212,0.113
2,8,60,12,v_213,0.113
2,8,60,12,v_214,0.113
2,8,60,12,v_215,0.113
2,8,60,12,v_216,0.113
2,8,60,12,v_217,0.113
2,8,60,12,v_218,0.113
2,8,60,12,v_219,0.113
2,8,60,12,v_220,0.113
2,8,60,12,v_221,0.113
2,8,60,12,v_222,0.113
2,8,60,12,v_223,0.113
2,8,60,12,v_224,0.113
2,8,60,12,v_225,0.113
2,8,60,12,v_226,0.113
2,8,60,12,v_227,0.113
2,8,60,12,v_228,0.113
2,8,60,12,v_229,0.113
2,8,60,12,v_230,0.113
2,8,60,12,v_231,0.113
2,8,60,12,v_232,0.113
2,8,60,12,v_233,0.113
2,8,60,12,v_234,0.113
2,8,60,12,v_235,0.113
2,8,60,12,v_236,0.113
2,8,60,12,v_237,0.113
2,8,60,12,v_238,0.113
2,8,60,12,v_239,0.113
2,8,60,12,v_240,0.113
2,8,60,12,v_241,0.113
2,8,60,12,v_242,0.113
2,8,60,12,v_243,0.113
2,8,60,12,v_244,0.113
2,8,60,12,v_245,0.113
2,8,60,12,v_246,0.113
2,8,60,12,v_247,0.113
2,8,60,12,v_248,0.113
2,8,60,12,v_249,0.113
2,8,60,12,v_250,0.113
2,8,60,12,v_251,0.113
2,8,60,12,v_252,0.113
2,8,60,12,v_253,0.113
2,8,60,12,v_254,0.113
2,8,60,12,v_255,0.113
2,8,60,12,v_256,0.113
2,8,60,12,v_257,0.113
2,8,60,12,v_258,0.113
2,8,60,12,v_259,0.113
2,8,60,12,v_260,0.113
2,8,60,12,v_261,0.113
2,8,60,12,v_262,0.113
2,8,60,12,v_263,0.113
2,8,60,12,v_264,0.113
2,8,60,12,v_265,0.113
2,8,60,12,v_266,0.113
2,8,60,12,v_267,0.113
2,8,60,12,v_268,0.113
2,8,60,12,v_269,0.113
2,8,60,12,v_270,0.113
2,8,60,12,v_271,0.113
2,8,60,12,v_272,0.113
2,8,60,12,v_273,0.113
2,8,60,12,v_274,0.113
2,8,60,12,v_275,0.113
2,8,60,12,v_276,0.113
2,8,60,12,v_277,0.113
2,8,60,12,v_278,0.113
2,8,60,12,v_279,0.113
2,8,60,12,v_280,0.113
2,8,60,12,v_281,0.113
2,8,60,12,v_282,0.113
2,8,60,12,v_283,0.113
2,8,60,12,v_284,0.113
2,8,60,12,v_285,0.113
2,8,60,12,v_286,0.113
2,8,60,12,v_287,0.113
2,8,60,12,v_288,0.113
2,8,60,12,v_289,0.113
2,8,60,12,v_290,0.113
2,8,60,12,v_291,0.113
2,8,60,12,v_292,0.113
2,8,60,12,v_293,0.113
2,8,60,12,v_294,0.113
2,8,60,12,v_295,0.113
2,8,60,12,v_296,0.113
2,8,60,12,v_297,0.113
2,8,60,12,v_298,0.113
2,8,60,12,v_299,0.113
2,8,60,12,v_300,0.113
2,8,60,12,v_301,0.113
2,8,60,12,v_302,0.113
2,8,60,12,v_303,0.113
2,8,60,12,v_304,0.113
2,8,60,12,v_305,0.113
2,8,60,12,v_306,0.113
2,8,60,12,v_307,0.113
2,8,60,12,v_308,0.113
2,8,60,12,v_309,0.113
2,8,60,12,v_310,0.113
2,8,60,12,v_311,0.113
2,8,60,12,v_312,0.113
2,8,60,12,v_313,0.113
2,8,60,12,v_314,0.113
2,8,60,12,v_315,0.113
2,8,60,12,v_316,0.113
2,8,60,12,v_317,0.113
2,8,60,12,v_318,0.113
2,8,60,12,v_319,0.113
2,8,60,12,v_320,0.113
2,8,60,12,v_321,0.113
2,8,60,12,v_322,0.113
2,8,60,12,v_323,0.113
2,8,60,12,v_324,0.113
2,8,60,12,v_325,0.113
2,8,60,12,v_326,0.113
2,8,60,12,v_327,0.113
2,8,60,12,v_328,0.113
2,8,60,12,v_329,0.113
2,8,60,12,v_330,0.113
2,8,60,12,v_331,0.113
2,8,60,12,v_332,0.113
2,8,60,12,v_333,0.113
2,8,60,12,v_334,0.113
2,8,60,12,v_335,0.113
2,8,60,12,v_336,0.113
2,8,60,12,v_337,0.113
2,8,60,12,v_338,0.113
2,8,60,12,v_339,0.113
2,8,60,12,v_340,0.113
2,8,60,12,v_341,0.113
2,8,60,12,v_342,0.113
2,8,60,12,v_343,0.113
2,8,60,12,v_344,0.113
2,8,60,12,v_345,0.113
2,8,60,12,v_346,0.113
2,8,60,12,v_347,0.113
2,8,60,12,v_348,0.113
2,8,60,12,v_349,0.113
2,8,60,12,v_350,0.113
2,8,60,12,v_351,0.113
2,8,60,12,v_352,0.113
2,8,60,12,v_353,0.113
2,8,60,12,v_354,0.113
2,8,60,12,v_355,0.113
2,8,60,12,v_356,0.113
2,8,60,12,v_357,0.113
2,8,60,12,v_358,0.113
2,8,60,12,v_359,0.113
2,8,60,12,v_360,0.113
2,8,60,12,v_361,0.113
2,8,60,12,v_362,0.113
2,8,60,12,v_363,0.113
2,8,60,12,v_364,0.113
2,8,60,12,v_365,0.113
2,8,60,12,v_366,0.113
2,8,60,12,v_367,0.113
2,8,60,12,v_368,0.113
2,8,60,12,v_369,0.113
2,8,60,12,v_370,0.113
2,8,60,12,v_371,0.113
2,8,60,12,v_372,0.113
2,8,60,12,v_373,0.113
2,8,60,12,v_374,0.113
2,8,60,12,v_375,0.113
2,8,60,12,v_376,0.113
2,8,60,12,v_377,0.113
2,8,60,12,v_378,0.113
2,8,60,12,v_379,0.113
2,8,60,12,v_380,0.113
2,8,60,12,v_381,0.113
2,8,60,12,v_382,0.113
2,8,60,12,v_383,0.113
2,8,60,12,v_384,0.113
2,8,60,12,v_385,0.113
2,8,60,12,v_386,0.113
2,8,60,12,v_387,0.113
2,8,60,12,v_388,0.113
2,8,60,12,v_389,0.113
2,8,60,12,v_390,0.113
2,8,60,12,v_391,0.113
2,8,60,12,v_392,0.113
2,8,60,12,v_393,0.113
2,8,60,12,v_394,0.113
2,8,60,12,v_395,0.113
2,8,60,12,v_396,0.113
2,8,60,12,v_397,0.113
2,8,60,12,v_398,0.113
2,8,60,12,v_399,0.113
2,8,60,12,v_400,0.113
2,8,60,12,v_401,0.113
2,8,60,12,v_402,0.113
2,8,60,12,v_403,0.113
2,8,60,12,v_404,0.113
2,8,60,12,v_405,0.113
2,8,60,12,v_406,0.113
2,8,60,12,v_407,0.113
2,8,60,12,v_408,0.113
2,8,60,12,v_409,0.113
2,8,60,12,v_410,0.113
2,8,60,12,v_411,0.113
2,8,60,12,v_412,0.113
2,8,60,12,v_413,0.113
2,8,60,12,v_414,0.113
2,8,60,12,v_415,0.113
2,8,60,12,v_416,0.113
2,8,60,12,v_417,0.113
2,8,60,12,v_418,0.113
2,8,60,12,v_419,0.113
2,8,60,12,v_420,0.113
2,8,60,12,v_421,0.113
2,8,60,12,v_422,0.113
2,8,60,12,v_423,0.113
2,8,60,12,v_424,0.113
2,8,60,12,v_425,0.113
2,8,60,12,v_426,0.113
2,8,60,12,v_427,0.113
2,8,60,12,v_428,0.113
2,8,60,12,v_429,0.113
2,8,60,12,v_430,0.113
2,8,60,12,v_431,0.113
2,8,60,12,v_432,0.113
2,8,60,12,v_433,0.113
2,8,60,12,v_434,0.113
2,8,60,12,v_435,0.113
2,8,60,12,v_436,0.113
2,8,60,12,v_437,0.113
2,8,60,12,v_438,0.113
2,8,60,12,v_439,0.113
2,8,60,12,v_440,0.113
2,8,60,12,v_441,0.113
2,8,60,12,v_442,0.113
2,8,60,12,v_443,0.113
2,8,60,12,v_444,0.113
2,8,60,12,v_445,0.113
2,8,60,12,v_446,0.113
2,8,60,12,v_447,0.113
2,8,60,12,v_448,0.113
2,8,60,12,v_449,0.113
2,8,60,12,v_450,0.113
2,8,60,12,v_451,0.113
2,8,60,12,v_452,0.113
2,8,60,12,v_453,0.113
2,8,60,12,v_454,0.113
2,8,60,12,v_455,0.113
2,8,60,12,v_456,0.113
2,8,60,12,v_457,0.113
2,8,60,12,v_458,0.113
2,8,60,12,v_459,0.113
2,8,60,12,v_460,0.113
2,8,60,12,v_461,0.113
2,8,60,12,v_462,0.113
2,8,60,12,v_463,0.113
2,8,60,12,v_464,0.113
2,8,60,12,v_465,0.113
2,8,60,12,v_466,0.113
2,8,60,12,v_467,0.113
2,8,60,12,v_468,0.113
2,8,60,12,v_469,0.113
2,8,60,12,v_470,0.113
2,8,60,12,v_471,0.113
2,8,60,12,v_472,0.113
2,8,60,12,v_473,0.113
2,8,60,12,v_474,0.113
2,8,60,12,v_475,0.113
2,8,60,12,v_476,0.113
2,8,60,12,v_477,0.113
2,8,60,12,v_478,0.113
2,8,60,12,v_479,0.113
2,8,60,12,v_480,0.113
2,8,60,12,v_481,0.113
2,8,60,12,v_482,0.113
2,8,60,12,v_483,0.113
2,8,60,12,v_484,0.113
2,8,60,12,v_485,0.113
2,8,60,12,v_486,0.113
2,8,60,12,v_487,0.113
2,8,60,12,v_488,0.113
2,8,60,12,v_489,0.113
2,8,60,12,v_490,0.113
2,8,60,12,v_491,0.113
2,8,60,12,v_492,0.113
2,8,60,12,v_493,0.113
2,8,60,12,v_494,0.113
2,8,60,12,v_495,0.113
2,8,60,12,v_496,0.113
2,8,60,12,v_497,0.113
2,8,60,12,v_498,0.113
2,8,60,12,v_499,0.113
2,8,60,12,v_500,0.113
2,8,60,12,v_501,0.113
2,8,60,12,v_502,0.113
2,8,60,12,v_503,0.113
2,8,60,12,v_504,0.113
2,8,60,12,v_505,0.113
2,8,60,12,v_506,0.113
2,8,60,12,v_507,0.113
2,8,60,12,v_508,0.113
2,8,60,12,v_509,0.113
2,8,60,12,v_510,0.113
2,8,60,12,v_511,0.113
2,8,60,12,v_512,0.113
2,8,60,12,v_513,0.113
2,8,60,12,v_514,0.113
2,8,60,12,v_515,0.113
2,8,60,12,v_516,0.113
2,8,60,12,v_517,0.113
2,8,60,12,v_518,0.113
2,8,60,12,v_519,0.113
2,8,60,12,v_520,0.113
2,8,60,12,v_521,0.113
2,8,60,12,v_522,0.113
2,8,60,12,v_523,0.113
2,8,60,12,v_524,0.113
2,8,60,12,v_525,0.113
2,8,60,12,v_526,0.113
2,8,60,12,v_527,0.113
2,8,60,12,v_528,0.113
2,8,60,12,v_529,0.113
2,8,60,12,v_530,0.113
2,8,60,12,v_531,0.113
2,8,60,12,v_532,0.113
2,8,60,12,v_533,0.113
2,8,60,12,v_534,0.113
2,8,60,12,v_535,0.113
2,8,60,12,v_536,0.113
2,8,60,12,v_537,0.113
2,8,60,12,v_538,0.113
2,8,60,12,v_539,0.113
2,8,60,12,v_540,0.113
2,8,60,12,v_541,0.113
2,8,60,12,v_542,0.113
2,8,60,12,v_543,0.113
2,8,60,12,v_544,0.113
2,8,60,12,v_545,0.113
2,8,60,12,v_546,0.113
2,8,60,12,v_547,0.113
2,8,60,12,v_548,0.113
2,8,60,12,v_549,0.113
2,8,60,12,v_550,0.113
2,8,60,12,v_551,0.113
2,8,60,12,v_552,0.113
2,8,60,12,v_553,0.113
2,8,60,12,v_554,0.113
2,8,60,12,v_555,0.113
2,8,60,12,v_556,0.113
2,8,60,12,v_557,0.113
2,8,60,12,v_558,0.113
2,8,60,12,v_559,0.113
2,8,60,12,v_560,0.113
2,8,60,12,v_561,0.113
2,8,60,12,v_562,0.113
2,8,60,12,v_563,0.113
2,8,60,12,v_564,0.113
2,8,60,12,v_565,0.113
2,8,60,12,v_566,0.113
2,8,60,12,v_567,0.113
2,8,60,12,v_568,0.113
2,8,60,12,v_569,0.113
2,8,60,12,v_570,0.113
2,8,60,12,v_571,0.113
2,8,60,12,v_572,0.113
2,8,60,12,v_573,0.113
2,8,60,12,v_574,0.113
2,8,60,12,v_575,0.113
2,8,60,12,v_576,0.113
2,8,60,12,v_577,0.113
2,8,60,12,v_578,0.113
2,8,60,12,v_579,0.113
2,8,60,12,v_580,0.113
2,8,60,12,v_581,0.113
2,8,60,12,v_582,0.113
2,8,60,12,v_583,0.113
2,8,60,12,v_584,0.113
2,8,60,12,v_585,0.113
2,8,60,12,v_586,0.113
2,8,60,12,v_587,0.113
2,8,60,12,v_588,0.113
2,8,60,12,v_589,0.113
2,8,60,12,v_590,0.113
2,8,60,12,v_591,0.113
2,8,60,12,v_592,0.113
2,8,60,12,v_593,0.113
2,8,60,12,v_594,0.113
2,8,60,12,v_595,0.113
2,8,60,12,v_596,0.113
2,8,60,12,v_597,0.113
2,8,60,12,v_598,0.113
2,8,60,12,v_599,0.113
2,8,60,12,v_600,0.113
2,8,60,12,v_601,0.113
2,8,60,12,v_602,0.113
2,8,60,12,v_603,0.113
2,8,60,12,v_604,0.113
2,8,60,12,v_605,0.113
2,8,60,12,v_606,0.113
2,8,60,12,v_607,0.113
2,8,60,12,v_608,0.113
2,8,60,12,v_609,0.113
2,8,60,12,v_610,0.113
2,8,60,12,v_611,0.113
2,8,60,12,v_612,0.113
2,8,60,12,v_613,0.113
2,8,60,12,v_614,0.113
2,8,60,12,v_615,0.113
2,8,60,12,v_616,0.113
2,8,60,12,v_617,0.113
2,8,60,12,v_618,0.113
2,8,60,12,v_619,0.113
2,8,60,12,v_620,0.113
2,8,60,12,v_621,0.113
2,8,60,12,v_622,0.113
2,8,60,12,v_623,0.113
2,8,60,12,v_624,0.113
2,8,60,12,v_625,0.113
2,8,60,12,v_626,0.113
2,8,60,12,v_627,0.113
2,8,60,12,v_628,0.113
2,8,60,12,v_629,0.113
2,8,60,12,v_630,0.113
2,8,60,12,v_631,0.113
2,8,60,12,v_632,0.113
2,8,60,12,v_633,0.113
2,8,60,12,v_634,0.113
2,8,60,12,v_635,0.113
2,8,60,12,v_636,0.113
2,8,60,12,v_637,0.113
2,8,60,12,v_638,0.113
2,8,60,12,v_639,0.113
2,8,60,12,v_640,0.113
2,8,60,12,v_641,0.113
2,8,60,12,v_642,0.113
2,8,60,12,v_643,0.113
2,8,60,12,v_644,0.113
2,8,60,12,v_645,0.113
2,8,60,12,v_646,0.113
2,8,60,12,v_647,0.113
2,8,60,12,v_648,0.113
2,8,60,12,v_649,0.113
2,8,60,12,v_650,0.113
2,8,60,12,v_651,0.113
2,8,60,12,v_652,0.113
2,8,60,12,v_653,0.113
2,8,60,12,v_654,0.113
2,8,60,12,v_655,0.113
2,8,60,12,v_656,0.113
2,8,60,12,v_657,0.113
2,8,60,12,v_658,0.113
2,8,60,12,v_659,0.113
2,8,60,12,v_660,0.113
2,8,60,12,v_661,0.113
2,8,60,12,v_662,0.113
2,8,60,12,v_663,0.113
2,8,60,12,v_664,0.113
2,8,60,12,v_665,0.113
2,8,60,12,v_666,0.113
2,8,60,12,v_667,0.113
2,8,60,12,v_668,0.113
2,8,60,12,v_669,0.113
2,8,60,12,v_670,0.113
2,8,60,12,v_671,0.113
2,8,60,12,v_672,0.113
2,8,60,12,v_673,0.113
2,8,60,12,v_674,0.113
2,8,60,12,v_675,0.113
2,8,60,12,v_676,0.113
2,8,60,12,v_677,0.113
2,8,60,12,v_678,0.113
2,8,60,12,v_679,0.113
2,8,60,12,v_680,0.113
2,8,60,12,v_681,0.113
2,8,60,12,v_682,0.113
2,8,60,12,v_683,0.113
2,8,60,12,v_684,0.113
2,8,60,12,v_685,0.113
2,8,60,12,v_686,0.113
2,8,60,12,v_687,0.113
2,8,60,12,v_688,0.113
2,8,60,12,v_689,0.113
2,8,60,12,v_690,0.113
2,8,60,12,v_691,0.113
2,8,60,12,v_692,0.113
2,8,60,12,v_693,0.113
2,8,60,12,v_694,0.113
2,8,60,12,v_695,0.113
2,8,60,12,v_696,0.113
2,8,60,12,v_697,0.113
2,8,60,12,v_698,0.113
2,8,60,12,v_699,0.113
2,8,60,12,v_700,0.113
2,8,60,12,v_701,0.113
2,8,60,12,v_702,0.113
2,8,60,12,v_703,0.113
2,8,60,12,v_704,0.113
2,8,60,12,v_705,0.113
2,8,60,12,v_706,0.113
2,8,60,12,v_707,0.113
2,8,60,12,v_708,0.113
2,8,60,12,v_709,0.113
2,8,60,12,v_710,0.113
2,8,60,12,v_711,0.113
2,8,60,12,v_712,0.113
2,8,60,12,v_713,0.113
2,8,60,12,v_714,0.113
2,8,60,12,v_715,0.113
2,8,60,12,v_716,0.113
2,8,60,12,v_717,0.113
2,8,60,12,v_718,0.113
2,8,60,12,v_719,0.113
2,8,60,12,v_720,0.113
2,8,60,12,v_721,0.113
2,8,60,12,v_722,0.113
2,8,60,12,v_723,0.113
2,8,60,12,v_724,0.113
2,8,60,12,v_725,0.113
2,8,60,12,v_726,0.113
2,8,60,12,v_727,0.113
2,8,60,12,v_728,0.113
2,8,60,12,v_729,0.113
2,8,60,12,v_730,0.113
2,8,60,12,v_731,0.113
2,8,60,12,v_732,0.113
2,8,60,12,v_733,0.113
2,8,60,12,v_734,0.113
2,8,60,12,v_735,0.113
2,8,60,12,v_736,0.113
2,8,60,12,v_737,0.113
2,8,60,12,v_738,0.113
2,8,60,12,v_739,0.113
2,8,60,12,v_740,0.113
2,8,60,12,v_741,0.113
2,8,60,12,v_742,0.113
2,8,60,12,v_743,0.113
2,8,60,12,v_744,0.113
2,8,60,12,v_745,0.113
2,8,60,12,v_746,0.113
2,8,60,12,v_747,0.113
2,8,60,12,v_748,0.113
2,8,60,12,v_749,0.113
2,8,60,12,v_750,0.113
2,8,60,12,v_751,0.113
2,8,60,12,v_752,0.113
2,8,60,12,v_753,0.113
2,8,60,12,v_754,0.113
2,8,60,12,v_755,0.113
2,8,60,12,v_756,0.113
2,8,60,12,v_757,0.113
2,8,60,12,v_758,0.113
2,8,60,12,v_759,0.113
2,8,60,12,v_760,0.113
2,8,60,12,v_761,0.113
2,8,60,12,v_762,0.113
2,8,60,12,v_763,0.113
2,8,60,12,v_764,0.113
2,8,60,12,v_765,0.113
2,8,60,12,v_766,0.113
2,8,60,12,v_767,0.113
2,8,60,12,v_768,0.113
2,8,60,12,v_769,0.113
2,8,60,12,v_770,0.113
2,8,60,12,v_771,0.113
2,8,60,12,v_772,0.113
2,8,60,12,v_773,0.113
2,8,60,12,v_774,0.113
2,8,60,12,v_775,0.113
2,8,60,12,v_776,0.113
2,8,60,12,v_777,0.113
2,8,60,12,v_778,0.113
2,8,60,12,v_779,0.113
2,8,60,12,v_780,0.113
2,8,60,12,v_781,0.113
2,8,60,12,v_782,0.113
2,8,60,12,v_783,0.113
2,8,60,12,v_784,0.113
2,8,60,12,v_785,0.113
2,8,60,12,v_786,0.113
2,8,60,12,v_787,0.113
2,8,60,12,v_788,0.113
2,8,60,12,v_789,0.113
2,8,60,12,v_790,0.113
2,8,60,12,v_791,0.113
2,8,60,12,v_792,0.113
2,8,60,12,v_793,0.113
2,8,60,12,v_794,0.113
2,8,60,12,v_795,0.113
2,8,60,12,v_796,0.113
2,8,60,12,v_797,0.113
2,8,60,12,v_798,0.113
2,8,60,12,v_799,0.113
2,8,60,12,v_800,0.113
2,8,60,12,v_801,0.113
2,8,60,12,v_802,0.113
2,8,60,12,v_803,0.113
2,8,60,12,v_804,0.113
2,8,60,12,v_805,0.113
2,8,60,12,v_806,0.113
2,8,60,12,v_807,0.113
2,8,60,12,v_808,0.113
2,8,60,12,v_809,0.113
2,8,60,12,v_810,0.113
2,8,60,12,v_811,0.113
2,8,60,12,v_812,0.113
2,8,60,12,v_813,0.113
2,8,60,12,v_814,0.113
2,8,60,12,v_815,0.113
2,8,60,12,v_816,0.113
2,8,60,12,v_817,0.113
2,8,60,12,v_818,0.113
2,8,60,12,v_819,0.113
2,8,60,12,v_820,0.113
2,8,60,12,v_821,0.113
2,8,60,12,v_822,0.113
2,8,60,12,v_823,0.113
2,8,60,12,v_824,0.113
2,8,60,12,v_825,0.113
2,8,60,12,v_826,0.113
2,8,60,12,v_827,0.113
2,8,60,12,v_828,0.113
2,8,60,12,v_829,0.113
2,8,60,12,v_830,0.113
2,8,60,12,v_831,0.113
2,8,60,12,v_832,0.113
2,8,60,12,v_833,0.113
2,8,60,12,v_834,0.113
2,8,60,12,v_835,0.113
2,8,60,12,v_836,0.113
2,8,60,12,v_837,0.113
2,8,60,12,v_838,0.113
2,8,60,12,v_839,0.113
2,8,60,12,v_840,0.113
2,8,60,12,v_841,0.113
2,8,60,12,v_842,0.113
2,8,60,12,v_843,0.113
2,8,60,12,v_844,0.113
2,8,60,12,v_845,0.113
2,8,60,12,v_846,0.113
2,8,60,12,v_847,0.113
2,8,60,12,v_848,0.113
2,8,60,12,v_849,0.113
2,8,60,12,v_850,0.113
2,8,60,12,v_851,0.113
2,8,60,12,v_852,0.113
2,8,60,12,v_853,0.113
2,8,60,12,v_854,0.113
2,8,60,12,v_855,0.113
2,8,60,12,v_856,0.113
2,8,60,12,v_857,0.113
2,8,60,12,v_858,0.113
2,8,60,12,v_859,0.113
2,8,60,12,v_860,0.113
2,8,60,12,v_861,0.113
2,8,60,12,v_862,0.113
2,8,60,12,v_863,0.113
2,8,60,12,v_864,0.113
2,8,60,12,v_865,0.113
2,8,60,12,v_866,0.113
2,8,60,12,v_867,0.113
2,8,60,12,v_868,0.113
2,8,60,12,v_869,0.113
2,8,60,12,v_870,0.113
2,8,60,12,v_871,0.113
2,8,60,12,v_872,0.113
2,8,60,12,v_873,0.113
2,8,60,12,v_874,0.113
2,8,60,12,v_875,0.113
2,8,60,12,v_876,0.113
2,8,60,12,v_877,0.113
2,8,60,12,v_878,0.113
2,8,60,12,v_879,0.113
2,8,60,12,v_880,0.113
2,8,60,12,v_881,0.113
2,8,60,12,v_882,0.113
2,8,60,12,v_883,0.113
2,8,60,12,v_884,0.113
2,8,60,12,v_885,0.113
2,8,60,12,v_886,0.113
2,8,60,12,v_887,0.113
2,8,60,12,v_888,0.113
2,8,60,12,v_889,0.113
2,8,60,12,v_890,0.113
2,8,60,12,v_891,0.113
2,8,60,12,v_892,0.113
2,8,60,12,v_893,0.113
2,8,60,12,v_894,0.113
2,8,60,12,v_895,0.113
2,8,60,12,v_896,0.113
2,8,60,12,v_897,0.113
2,8,60,12,v_898,0.113
2,8,60,12,v_899,0.113
2,8,60,12,v_900,0.113
2,8,60,12,v_901,0.113
2,8,60,12,v_902,0.113
2,8,60,12,v_903,0.113
2,8,60,12,v_904,0.113
2,8,60,12,v_905,0.113
2,8,60,12,v_906,0.113
2,8,60,12,v_907,0.113
2,8,60,12,v_908,0.113
2,8,60,12,v_909,0.113
2,8,60,12,v_910,0.113
2,8,60,12,v_911,0.113
2,8,60,12,v_912,0.113
2,8,60,12,v_913,0.113
2,8,60,12,v_914,0.113
2,8,60,12,v_915,0.113
2,8,60,12,v_916,0.113
2,8,60,12,v_917,0.113
2,8,60,12,v_918,0.113
2,8,60,12,v_919,0.113
2,8,60,12,v_920,0.113
2,8,60,12,v_921,0.113
2,8,60,12,v_922,0.113
2,8,60,12,v_923,0.113
2,8,60,12,v_924,0.113
2,8,60,12,v_925,0.113
2,8,60,12,v_926,0.113
2,8,60,12,v_927,0.113
2,8,60,12,v_928,0.113
2,8,60,12,v_929,0.113
2,8,60,12,v_930,0.113
2,8,60,12,v_931,0.113
2,8,60,12,v_932,0.113
2,8,60,12,v_933,0.113
2,8,60,12,v_934,0.113
2,8,60,12,v_935,0.113
2,8,60,12,v_936,0.113
2,8,60,12,v_937,0.113
2,8,60,12,v_938,0.113
2,8,60,12,v_939,0.113
2,8,60,12,v_940,0.113
2,8,60,12,v_941,0.113
2,8,60,12,v_942,0.113
2,8,60,12,v_943,0.113
2,8,60,12,v_944,0.113
2,8,60,12,v_945,0.113
2,8,60,12,v_946,0.113
2,8,60,12,v_947,0.113
2,8,60,12,v_948,0.113
2,8,60,12,v_949,0.113
2,8,60,12,v_950,0.113
2,8,60,12,v_951,0.113
2,8,60,12,v_952,0.113
2,8,60,12,v_953,0.113
2,8,60,12,v_954,0.113
2,8,60,12,v_955,0.113
2,8,60,12,v_956,0.113
2,8,60,12,v_957,0.113
2,8,60,12,v_958,0.113
2,8,60,12,v_959,0.113
2,8,60,12,v_960,0.113
2,8,60,12,v_961,0.113
2,8,60,12,v_962,0.113
2,8,60,12,v_963,0.113
2,8,60,12,v_964,0.113
2,8,60,12,v_965,0.113
2,8,60,12,v_966,0.113
2,8,60,12,v_967,0.113
2,8,60,12,v_968,0.113
2,8,60,12,v_969,0.113
2,8,60,12,v_970,0.113
2,8,60,12,v_971,0.113
2,8,60,12,v_972,0.113
2,8,60,12,v_973,0.113
2,8,60,12,v_974,0.113
2,8,60,12,v_975,0.113
2,8,60,12,v_976,0.113
2,8,60,12,v_977,0.113
2,8,60,12,v_978,0.113
2,8,60,12,v_979,0.113
2,8,60,12,v_980,0.113
2,8,60,12,v_981,0.113
2,8,60,12,v_982,0.113
2,8,60,12,v_983,0.113
2,8,60,12,v_984,0.113
2,8,60,12,v_985,0.113
2,8,60,12,v_986,0.113
2,8,60,12,v_987,0.113
2,8,60,12,v_988,0.113
2,8,60,12,v_989,0.113
2,8,60,12,v_990,0.113
2,8,60,12,v_991,0.113
2,8,60,12,v_992,0.113
2,8,60,12,v_993,0.113
2,8,60,12,v_994,0.113
2,8,60,12,v_995,0.113
2,8,60,12,v_996,0.113
2,8,60,12,v_997,0.113
2,8,60,12,v_998,0.113
2,8,60,12,v_999,0.113
2,8,60,12,v_1000,0.113
2,8,60,12,v_1001,0.113
2,8,60,12,v_1002,0.113
2,8,60,12,v_1003,0.113
2,8,60,12,v_1004,0.113
2,8,60,12,v_1005,0.113
2,8,60,12,v_1006,0.113
2,8,60,12,v_1007,0.113
2,8,60,12,v_1008,0.113
2,8,60,12,v_1009,0.113
2,8,60,12,v_1010,0.113
2,8,60,12,v_1011,0.113
2,8,60,12,v_1012,0.113
2,8,60,12,v_1013,0.113
2,8,60,12,v_1014,0.113
2,8,60,12,v_1015,0.113
2,8,60,12,v_1016,0.113
2,8,60,12,v_1017,0.113
2,8,60,12,v_1018,0.113
2,8,60,12,v_1019,0.113
2,8,60,12,v_1020,0.113
2,8,60,12,v_1021,0.113
2,8,60,12,v_1022,0.113
2,8,60,12,v_1023,0.113
2,8,60,12,v_1024,0.113
2,8,60,12,v_1025,0.113
2,8,60,12,v_1026,0.113
2,8,60,12,v_1027,0.113
2,8,60,12,v_1028,0.113
2,8,60,12,v_1029,0.113
2,8,60,12,v_1030,0.113
2,8,60,12,v_1031,0.113
2,8,60,12,v_1032,0.113
2,8,60,12,v_1033,0.113
2,8,60,12,v_1034,0.113
2,8,60,12,v_1035,0.113
2,8,60,12,v_1036,0.113
2,8,60,12,v_1037,0.113
2,8,60,12,v_1038,0.113
2,8,60,12,v_1039,0.113
2,8,60,12,v_1040,0.113
2,8,60,12,v_1041,0.113
2,8,60,12,v_1042,0.113
